,弹幕内容
4421,此情可待成追忆，只是这时已惘然
4422,试看今日之域中，竟是谁家之天下
4423,分餐制
4424,终于来了！！！！
4425,劳资这个月刚开的优酷会员
4426,又哭了又哭了
4427,两张ssr
4428,我国传统，看热闹不嫌事大
4429,别哭，别哭
4430,是我一个朋友
4431,刘备:下次一定
4432,天时之刻
4433,林黛玉倒拔垂杨柳
4434,俺也一样
4435,前方高能预警
4436,那时，我才十八岁
4437,泪目
4438,俺也一样
4439,无中生有系列
4440,开局不用刀，，
4441,张飞因此气的准备晚上去杀董卓，可惜被劝下了。
4442,我giao啊，前段时间还搜不到
4443,配音真的好，三个俺也一样感情渐渐深入
4444,那个合影的，咱俩来一张
4445,俺也一样
4446,俺也一样
4447,缺了
4448,缺了
4449,啊这
4450,俺也一样
4451,人类早起驯服绿豆珍贵视频
4452,俺也一样
4453,这一拜，生死难猜
4454,感觉像美国各州，疫情自己准备口罩的剧情
4455,确认过眼神
4456,俺也一样
4457,梦开始的地方
4458,都邮演的真好
4459,俺也一样
4460,要是装备再考究点就完美了
4461,无中生友
4462,上好的豆粉，买些吧
4463,读读三国提个神
4464,我的弹幕呢
4465,入川建国
4466,好怪异
4467,命中注定唱起来
4468,刘备格局确实可以
4469,黄天当立
4470,给俺也来一块
4471,俺也一样
4472,关羽本来就是因为杀这种人流浪的，当然看不惯这种。
4473,俺也一样
4474,俺也一样
4475,俺也一样
4476,俺也一样
4477,经典音乐了
4478,备备哥你还说你不会武功
4479,贱不贱呐
4480,舒服了
4481,卧槽 来了
4482,俺也一样
4483,哈哈哈哈哈哈哈哈哈哈
4484,牛逼
4485,激动
4486,白马
4487,董卓西凉军相当重要
4488,看着吧，这改变乱世的力量！
4489,要有首播版就好了
4490,那你不是赚了
4491,来了，激动
4492,张飞是土豪啊
4493,假新闻，都是假新闻
4494,263K
4495,这才叫宝藏
4496,小破站流弊
4497,俺也一样！
4498,这马太强了
4499,张角啊？第一关就脱去他衣~
4500,刘备开始了
4501,血魔法的誓言
4502,何进这个建议直接导致军阀割据
4503,俺也一样
4504,打钱打钱
4505,鹿：我现在很慌，吧友们怎么办
4506,俺也一样
4507,天天织席当然手上也有把力
4508,猪是黑猪，道具讲究，中国古代只有黑猪
4509,合影
4510,传销头子
4511,牛逼
4512,杀我
4513,大弟，三哥
4514,好了，全战三国下一个档开黄巾
4515,皓首匹夫仓然老贼
4516,大魏吴王孙十万
4517,俺也一样
4518,。。。。
4519,俺也一样
4520,桃园三摆摊
4521,这番我追定了
4522,苍天已死，黄天当立
4523,想想从这里的土财主到蜀国，真的强
4524,牛逼
4525,主公链接
4526,大制作
4527,开始忽悠
4528,为啥没有封神榜
4529,英超内战
4530,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
4531,我操！！！！！
4532,我，刘备，打钱
4533,无中生友
4534,这画质，这字幕爱的不行
4535,不错，正是在下
4536,啥时候回来的
4537,我，刘备，打钱
4538,定场诗
4539,中山靖王刘胜：我就儿子多，连我都不知道自己有几个儿子，何况第十几代龟孙
4540,小破站牛逼
4541,要求全文背诵
4542,张飞小粉红，刘备恨国党
4543,江东泰戈尔
4544,刘备开局抽中两个SSR，还有3把橙色武器
4545,放原处？老子不是白搬了？
4546,俺也一样
4547,我靠
4548,6666
4549,再来十斤软骨，不得有半点肉末
4550,俺也一样
4551,你们找三爷解决小问题，那是要出大问题的……
4552,俺也一样
4553,牛逼
4554,这口才搁现在就是搞传销的
4555,刘大，关二，张三，赵四，马五，黄六（黄五，马六）
4556,你这绿豆包熟吗？
4557,前方著名景点
4558,心目中所有电视剧的no1
4559,俺也一样
4560,刘备还有俩老婆
4561,俺也一样
4562,熬夜你在
4563,俺也一样
4564,1000乡勇
4565,28也是 漂流半生？？？
4566,舒服了
4567,卧槽
4568,有文化和没文化的区别
4569,张飞根本不怂
4570,B站牛逼
4571,拜关二爷？我拜我自己？？？
4572,牛逼
4573,建议黑人多看看 多学学
4574,哈哈哈
4575,苍天已死，黄巾当立
4576,俺也一样
4577,这妆可以
4578,传销教父——刘备（活动限定）
4579,草鞋刘
4580,空手套白狼
4581,切成臊子，不能用一分肥肉
4582,刘备：厉害 有机会利用他仁义
4583,飞飞太可爱了吧
4584,可能害怕是卧底
4585,真好用啊 这个抬头
4586,化腾：不充钱你玩个蛋
4587,嘿嘿嘿
4588,绿豆不要啦
4589,没有钱啊
4590,来了，刘备要哭了
4591,二爷倒拔垂杨柳
4592,哼
4593,三弟你也太可爱了
4594,我喜欢关爷hhhc
4595,张飞这么有钱啊
4596,大汉忠诚董仲颖
4597,确认过眼神
4598,太可爱了
4599,乐了乐了
4600,桃花伏笔
4601,皇叔好感+1
4602,眉目传情
4603,文化人
4604,推恩令还是吊
4605,一拜天地
4606,按头小分队
4607,好感+2
4608,刘备这套路
4609,这一集讲了好多事，比现在的疯狂注水拖沓剧情的好太多太多太多了
4610,不是备备这就是壮士了？
4611,摆 地 摊 卖 草 鞋
4612,当然 这话是我放出去的 23333
4613,他上当了
4614,话疗
4615,俺也一样
4616,打钱！
4617,俺也一样
4618,群演感觉有真本事
4619,哼
4620,俺也一样
4621,吃瓜群众永不缺席
4622,鲍国安演技无出其右者！
4623,俺也一样
4624,这铁匠也不是一般人呐
4625,这些都是刘备的水军
4626,构图真是绝了
4627,弹幕别再调侃逝者了好吧。。
4628,上梁不正下梁歪
4629,危
4630,整理衣服细节
4631,无中生友
4632,这种啥b
4633,太不要脸了，欺负两个老实人
4634,哈哈哈
4635,这才第一次见面啊
4636,这里张飞眼睛一转，估计在想怎么找机会和他打架呢
4637,关羽：他居然还站着？
4638,弹幕呢
4639,开局2传奇，就尼玛离谱
4640,俺也一样
4641,刘备好感度+20
4642,渴望知识的眼神→
4643,哇哦
4644,俺也一样
4645,俺也一样
4646,俺也一样
4647,泪目
4648,这绿豆保熟吗
4649,俺也一样
4650,俺也一样
4651,满级玩家进入新手村
4652,空手套白狼。
4653,你的好友【汉昭烈帝刘备】上线。。。
4654,没弹幕
4655,弹幕
4656,为啥随便就能造出三个神器
4657,这人竟然不捡
4658,俺也一样
4659,义亲get，血洗山东局
4660,心机婊
4661,创业公司ceo
4662,枪在手，跟我走！
4663,曹老板！！！
4664,大汉忠良董太师！！！
4665,刘备：算了。全剧终
4666,梦开始的地方
4667,刘备：你要信我哦
4668,红皮鸭子
4669,红皮鸭子
4670,才怪！你可写的一手好字！
4671,不愧是武财神
4672,皇叔这衣服蛮好看的诶
4673,合影
4674,张飞，桥边姑娘。
4675,接 化 发，二爷切他中路！
4676,被通缉还留胡子
4677,我被乐到了 哈哈哈哈哈
4678,俺也一样
4679,皇叔把吃奶的力气用尽了
4680,红的是武官还是黑的？
4681,太平要术
4682,张飞：没钱干吊？全剧终。
4683,正道的光
4684,无情哈拉少
4685,别操心绿豆了，豆芽发好了卖更贵
4686,好好好
4687,出生就神器
4688,2D 3D
4689,苍天已死 黄天当立
4690,张翼德最后一次坐在上座
4691,桥边姑娘来了
4692,合影合影
4693,历史上督邮奉命来遣散因军功授官的人，被刘备怀恨鞭打
4694,俺也一样
4695,幽州有骆驼？
4696,现在看看这部剧成本好大啊
4697,是真的多人
4698,爱也一样
4699,我能用脚踢死蚊子
4700,俺也一样
4701,俺也一样
4702,这要是老板就是笑脸相迎，称兄道弟
4703,张三哈哈哈哈哈哈哈
4704,233333
4705,吟唱开始
4706,桥边姑娘来了
4707,刘备有大格局
4708,二爷显灵
4709,俺也一样
4710,俺也一样
4711,csnb
4712,问得好
4713,比武招亲
4714,新手送两张SSR
4715,俺也一样
4716,空手套白狼
4717,下套子·刘备
4718,江东泰戈尔怎么了啊
4719,死死拴住
4720,俺也一样
4721,真正的张三
4722,？？？？？？？？
4723,桃源画家 张三爷
4724,为嘛只放备备
4725,天使轮级的忽悠开始了
4726,天要下雨 哈哈哈 好理由
4727,皇叔机智，看俩人打累了才上去劝架。
4728,我拜我自己
4729,开局SSR 唯一限定版
4730,黄天立民心顺天下平
4731,俺也一样
4732,你是来⭕圈钱的吧？
4733,皇叔把全本的力气都用在这儿了。
4734,beid
4735,曹操
4736,我就好奇你们3个大小怎么分的
4737,这脸变得……
4738,张飞听蒙了，是不是出钱就行？
4739,怎
4740,我普普通通，我杀猪的。
4741,猪油
4742,危
4743,他哭了，他哭了
4744,俺也一样
4745,啊，这
4746,一直在哭啊，不容易啊
4747,危
4748,俺也一样
4749,回忆
4750,俺也一样
4751,爷青回
4752,卧槽，这是都愿意跟随刘皇叔嘛？
4753,杀我
4754,拜的是皇天后土
4755,先主啊啊啊啊啊啊啊
4756,红皮鸭子
4757,雷公助我
4758,他开始了
4759,来了来了！
4760,噗哈哈哈哈哈哈哈哈
4761,接着哭
4762,地主家的傻儿子
4763,12000条弹幕
4764,不愧是你三弟
4765,生子当如孙仲谋
4766,？？？？？？？
4767,秀儿，将我的丈八抬上来
4768,？？？联欢会既视感
4769,孙坚真是被黑惨了
4770,俺也一样
4771,细节啊 还收摊  现在很多电视都没这种细节
4772,三弟唯一一次做中间
4773,打工不如创业
4774,开始哭了
4775,老传销了
4776,单挑王NB
4777,我来了！
4778,影响我一辈子的剧！
4779,喜怒不形于色
4780,哭了
4781,曹操！！！
4782,有些弹幕别卖机灵了，刘备是真心换真心，认为是套路的都是以己度人
4783,同生共死 这三兄弟做到了
4784,打工是不可能的，这辈子都不会打工
4785,新手装备+1
4786,说投曹的在想啥呢？刘备是要匡扶汉室的，投曹建魏？
4787,莽撞人
4788,我不信
4789,出道即巅峰啊
4790,俺也一样
4791,还是个县令……
4792,这是明示了
4793,摆地摊
4794,打一顿就好了
4795,居然有字幕
4796,哈哈哈哈哈哈
4797,咱飞哥家产，请谁不成
4798,好打手
4799,俺也一样
4800,传销头子
4801,哈哈哈，果然阴谋论古已有之
4802,憋的我头大
4803,这不行啊都没摆关公像（狗头
4804,三爷又要喝酒闹事了
4805,一群中二只知道阴谋论，套路
4806,张飞是笑着来的，拍的很好，就是来不打不相识的
4807,你很勇哦
4808,封神榜也是她唱的吧
4809,来了
4810,哈哈哈哈
4811,强宣称那个等等我！！！
4812,刘欢
4813,曹老板来了
4814,关张：斯国一
4815,“浪得虚名的涿郡屠户”
4816,鞭打督邮
4817,真财神啊
4818,莫非要用亡灵复活术？
4819,危
4820,关羽明天卖绿豆芽
4821,配音是吴俊全老师！
4822,哈哈哈哈
4823,？？？？？？？？？？？？
4824,？？？？？
4825,神曲！
4826,打
4827,牛
4828,哭了
4829,笑得不行
4830,？？？？？？？
4831,天生神力
4832,土豪？》？？
4833,还好就是不好
4834,古代卖肉的 都是土豪
4835,人间一股英雄气在驰骋纵横！！！
4836,00001
4837,开始吟唱
4838,俺也一样
4839,新手村铁匠就能打出三把传世神器
4840,忘个屁啊，二爷哥儿仨这不一起推走了么
4841,俺也一样
4842,张飞：“等我捅他一万个透明窟窿”
4843,此非为偏安一隅，但求一方百姓安宁
4844,这几句话有阿凡提那配音的感觉了
4845,来了来了
4846,霸王龙偃月刀
4847,李志新的声音
4848,来了来了
4849,投币？
4850,刘备这么厉害？
4851,自己创业
4852,哈哈哈哈哈哈哈哈
4853,牛逼牛逼
4854,哭了
4855,哈哈哈哈哈哈
4856,张飞这就上套了，哈哈
4857,俺也一样
4858,国家政策理解透彻啊
4859,俺也一样
4860,牛逼
4861,云长！
4862,二爷！
4863,俺也一样
4864,关羽“上好的豆粉买些吧”
4865,汉朝的帝玺也才两三节手指大，官印更小
4866,啊啊啊啊啊啊啊啊啊
4867,俺也一样
4868,两个顶级武将开局
4869,俺也一样
4870,角角的奇妙冒险
4871,黄巾之风
4872,高能预警
4873,俺也一样
4874,对比普通人有能力，对比后面的当然不够看
4875,我摊牌了
4876,好高啊
4877,千层套路
4878,这身汉服真好看
4879,只因为在人群之中看了你一眼~~
4880,哈哈哈
4881,曹老板啊
4882,泪目
4883,中国合伙人
4884,哈哈哈哈三弟看傻了
4885,这仨虎背熊腰豪气冲天一见如故不一样啊
4886,这是大城市吧
4887,二弟你去荆州上单，守线清兵，三弟你去辅助
4888,开局送两个SSR，一手好牌打稀烂
4889,何谓将才，何谓帅才？治国安邦，领兵打仗，各有其才。刘备不适合直接作战，适合统筹安排
4890,虽是白身，却有宗亲血统
4891,我爱小破站!
4892,俺也一样
4893,俺也一样
4894,刘皇叔
4895,丞相
4896,诸葛琴魔
4897,曹老板
4898,生子当如孙仲谋
4899,关二爷
4900,可爱飞飞
4901,me too
4902,尔曹身与名俱灭，不废江河万古流
4903,\
4904,有本事没官职还有交情的人不拉拢也是醉了
4905,这个冲帝和我姥爷家家谱上的很像
4906,“又”要，看来已经不是第一次惹事了2333
4907,白骨露于野，千里无鸡鸣
4908,县令也是个好人啊，被打成这样
4909,前两天搜的时候还没有，看完一遍后马上就有了，难受啊
4910,滚滚长江都是水
4911,显得这个小伙计好矮小
4912,俺也一样
4913,你看周围的人笑得多开心啊
4914,宦官就是太监
4915,刘备是河北人吧
4916,开始自报家门
4917,我为天子，当乘此车盖
4918,你说的那人是不是你自己?
4919,俺也一样
4920,俺也一样!
4921,经典片尾曲
4922,为数不多的看完电视剧还听完完整片尾曲的
4923,第一集 三打鲁智深
4924,青龙偃月刀（冷艳锯）
4925,给我打三万八
4926,俺也一样
4927,俺也一样
4928,俺也一样
4929,人情势利古犹今，谁识英雄是白身。
4930,川剧变脸笑死
4931,督邮跟董卓都是川剧变脸的集大成者
4932,求田问舍 怕应羞见 刘郎才气
4933,皇叔从来没贿赂过这些人，佩服
4934,说张飞这蹄子的笑死我了，人家是厮哈哈
4935,演技拉满
4936,好听啊
4937,手握剑怒气值满督邮危
4938,贼喊追贼，学川建国那套
4939,承认自己是贼了哈哈哈哈哈
4940,关门，放督邮
4941,俺也一样
4942,前方高能
4943,皇叔啊
4944,张飞还是有谋略的，义释严颜和大战马超那里都可以看出来
4945,丞相！！丞相
4946,十万
4947,哼╯^╰
4948,刘备应该也猜到了
4949,县令被打也太惨了
4950,历史上是刘备但三国演义移花接木更突出张飞的爆性子，挺好
4951,：
4952,冲
4953,冲一下
4954,飞车了
4955,转头督邮就去告状了
4956,这个镜头绝了，感觉刘关张三人当初就是这个样子
4957,千古是非心，一夕渔樵话
4958,诸葛村夫
4959,阿也同样
4960,呼风唤雨，驱雷策电！
4961,来了来了
4962,啥时候买了版权
4963,呼风唤雨 击雷策电
4964,桃园结义？
4965,舒服了
4966,不是卖枣吗？
4967,捅10，000个透明窟窿
4968,傲上而怜下
4969,我有一个朋友
4970,精 罗 落 泪（指汉罗马）
4971,俺也一样
4972,同心同德，救困扶危！施仁布泽，乃我大汉立国之本。
4973,神仙落泪
4974,俺也一样
4975,飞哥牌豆浆机
4976,俺也一样
4977,能不能别老说历史上历史上，想看历史去看，这是小说而已
4978,俺也一样！！！！
4979,俺也一样！
4980,哈哈哈哈
4981,这马演得好啊
4982,哇。这大眼睛。awsl
4983,新手村boss董卓
4984,这是炕
4985,一群哈皮
4986,你跟我打野卡视野就好
4987,草
4988,合影的准备啦
4989,这词这曲，绝了
4990,俺也一样
4991,你瞅啥
4992,这灵帝拍得太无能了
4993,叹气管你屁事
4994,白嫖又咋地
4995,新三桃园结义还没曹操尿尿的时间长
4996,关羽原名管长生
4997,东汉末年的吃瓜群众
4998,这不用翻译吧，言简意赅
4999,打不过，找个台阶下了
5000,细节无敌
5001,战术喝酒
5002,没钱啊
5003,这话难道不是备备你传出去的吗？
5004,结拜的最高境界了
5005,1
5006,1
5007,十万
5008,少女
5009,张光前和楚云飞什么关系
5010,不知道就不要瞎说，表情包就是张飞
5011,？
5012,“是否下野” 「是」 「否」
5013,ko no 刘备 da
5014,张颌
5015,相位猛冲
5016,这才是后浪
5017,开局一草席
5018,地摊经济
5019,能打架就不多BB
5020,单身三十年的臂力！！！！
5021,框是示亡号，表示对这个人的尊重
5022,得了吧，刘备不好学是出了名的，他好任侠
5023,幽州刺史？？麻烦你回去补补历史
5024,梦幻之始
5025,拜的当然是关二爷
5026,我要打野，不给就送
5027,天气预报疯了
5028,摊牌了，想建国！
5029,开局只有一筐草鞋
5030,关公拳打镇关西
5031,？？？？？？？
5032,俺也一样
5033,马云
5034,首抽就出2张神卡
5035,只可惜是0型血
5036,卖猪肉，做烧烤
5037,刘备:两个傻子真好
5038,刘备这么厉害的吗？
5039,未尝不叹息痛恨于桓、灵也
5040,合影
5041,赵云是赵四
5042,俺也一样
5043,舒服了
5044,这段怎么这么像水浒传
5045,俺也一样
5046,俺也一样
5047,尔等终是等到在下
5048,你们不要再打了啦
5049,张飞:你说了半天，我听不懂
5050,这么高清
5051,织席贩履之徒
5052,火钳刘明
5053,哔哩哔哩矿业无限公司
5054,真实
5055,幸亏不是东北人 不然已经死了
5056,将此肉切成臊子
5057,所有演员会骑马
5058,要来了要来了
5059,惊了
5060,刘备耍剑的，必须要有力气
5061,俺也一样
5062,刘备有备案，会说话啊
5063,哭了
5064,平民刘备和富翁张飞一起，刘备牛
5065,飞车了
5066,飞的更高
5067,这个就过分啦啊！
5068,天使投资
5069,张飞有钱，
5070,换了多少茬皇帝哦
5071,俺也一样
5072,同生死共富翁
5073,汉服真好看
5074,这一拜，好歌词
5075,天意
5076,好演员
5077,忠肝义乾坤
5078,刀剑矛，冲一下
5079,小孩笑
5080,？？？？？？？？？？？？？？？？？？？？？？？？？？？？
5081,刘备也会武功
5082,曹操来
5083,大吉大利 今晚吃鸡
5084,这里就是古人的浪漫啊
5085,董太师，太难了
5086,我就当场，把这个电脑屏幕吃掉
5087,皇帝好废
5088,张飞别救，
5089,二爷！！
5090,董卓演员演的好
5091,红光
5092,哈哈哈哈哈这个杠精
5093,地摊经济开启
5094,关羽演过牛魔王，大话西游里的。
5095,古代男人的浪漫现在人真的不明白
5096,鲁智深准备拔柳树
5097,胖子大大
5098,小小县慰
5099,关羽来历不明 是天神下凡
5100,切块瘦的给我
5101,大树
5102,哈哈哈哈送人情
5103,刘备一直看热闹
5104,记得戴口罩
5105,皇叔这时候还在卖草鞋
5106,是你啊杠精
5107,大宝备么么哒
5108,刘备是主公，一般主公得配剑，要是换吧矛戟估计很能打
5109,哈哈哈哈哈哈哈哈哈穿着绿色卖绿豆
5110,磨豆浆吗你
5111,俺也一样
5112,哈哈哈哈哈小气鬼
5113,绿豆啊
5114,工具人找到了
5115,谁力气大谁就是老大
5116,俺也一样
5117,下雨了，绿豆变豆芽。
5118,杀上东京夺了鸟位
5119,吃的真好，都是肉。
5120,先让我哭出来
5121,织席贩屦之徒
5122,历史上的刘备的爷爷还是当官的
5123,张飞有钱人
5124,俺也一样
5125,哈哈哈哈哈皇叔憋大招
5126,bb：b站牛b
5127,哈哈哈哈哈哈哈哈哈哈脸皮真厚
5128,为什么我眼含热泪，因为我对这片土地爱得深沉。
5129,48吧你
5130,俺也一样
5131,哈哈哈哈哈哈哈哈哈哈哈哈表演系高材生
5132,你们就信了？@
5133,哈哈哈哈哈哈哈哈哈哈哈华尔街之狼
5134,现在的惊雷是什么东西，这才叫音乐
5135,表白皇叔！
5136,领导的格局啊
5137,影帝
5138,张飞嘴型说的是“是为何故”
5139,刘备真是人精
5140,哈哈哈哈哈哈哈哈哈哈哈哈哈
5141,法外狂徒就是宁？
5142,笑死我了
5143,3D
5144,俺也一样
5145,刘备真是奇才！一顿饭资金和人才都忽悠来了。
5146,拜关二爷
5147,刘欢开始吟唱
5148,曹老板在哪儿呢
5149,张飞这么有钱啊
5150,2020 6 .15 刘明 坐标鹿邑
5151,啊这
5152,泪目
5153,这肉也太肥了
5154,哈哈哈人家就叹个气
5155,2D！3D
5156,Andy的笑了
5157,我读春秋的
5158,贝贝帅！
5159,二爷真是英俊
5160,飞飞脸好大
5161,原创剧情
5162,佛教个鬼，这个属于道教
5163,整理衣服太宠了哈哈
5164,曹老板最开始不行的，那时候是袁绍还是董卓混的好。
5165,热血男儿董卓
5166,关羽看不起有钱的，张飞看不起没钱的
5167,张角一集跪
5168,回来了
5169,这时候的曹老板还是热血爱国青年
5170,俺也一样
5171,没钱
5172,三爷揍他
5173,演技都这么好，是话剧出身吗
5174,张飞好可爱
5175,盖了麻袋再打
5176,众卿平身
5177,雷公助我！
5178,曹老板第一集没出现啊
5179,二爷不愧是战神
5180,别骂了别骂了
5181,鱼水情深
5182,B战牛逼
5183,你的老板:曹操已上线
5184,脱！
5185,不愧是二爷，就喜欢这样的
5186,俺也一样
5187,nb
5188,女子！
5189,破站牛批
5190,还真有点川建国同志的影子
5191,俺就是来看弹幕的
5192,都是弟弟都是弟弟
5193,张飞文化不低的
5194,你要信我啊
5195,来了来了
5196,张飞入股备氏草鞋集团
5197,俺也一样
5198,小破站nb！！！！！
5199,这一拜，生死不改
5200,哈哈哈哈
5201,我看你是完全不懂啊
5202,丞相！
5203,你要信我啊
5204,卧槽！
5205,铁牛你来了
5206,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
5207,督邮找死，打仗打出的官有几个是好惹的
5208,杠精鼻祖
5209,此处可做表情包
5210,俺也一样
5211,俺也一样
5212,真英雄也！
5213,张飞好可爱
5214,爷青回
5215,备备你不发个红包吗？
5216,俺也一样
5217,传销头头在线洗脑
5218,下次一定
5219,先帝创业未半而中道……
5220,欧逆酱
5221,FLAG已立，最后大哥做到了
5222,俺也一样
5223,镇国之宝
5224,水浒看得我心疼，过来看三国缓一缓。
5225,有人吗
5226,鸡皮疙瘩起
5227,疯狂暗示
5228,开始了开始了
5229,感觉是高清的？？？不是我眼睛有问题吧
5230,俺也一样
5231,梦开始的地方
5232,对，那个成车盖那个我也听过
5233,俺也一样
5234,神豪啊！
5235,空手套白狼
5236,傲娇的三弟
5237,黄巾之乱
5238,我从未见过如此厚颜无耻之人！
5239,真是经典，虽然特效不好但还是好看
5240,董太师错过了一统天下的最好机会放走三位大才
5241,这就是街舞
5242,刘备:来受我治吧
5243,啊，这
5244,飞哥不是一般的有钱啊
5245,分手大师
5246,老板克星上线
5247,俺也一样
5248,这个真的是童年了
5249,亮亮!!!
5250,俺也一样!
5251,暗示三连
5252,董：白神你们一个个气质还这么好
5253,林黛玉倒拔垂杨柳
5254,浪花淘尽英雄！！！
5255,终于可以在b 站看三国了
5256,苍天已死黄天当立
5257,"天之道,损有余而补不足.人之道,则不然,损不足以奉有余"
5258,留名  
5259,整個三國期間，人口從三千萬殺到了不到一千萬。
5260,我爱小破站!
5261,天下英雄唯操与惊雷尔
5262,你刘皇叔我留黄盘
5263,这是张飞家里他是主人不坐中间坐哪
5264,你刘皇叔我留黄盘
5265,白嫖
5266,俺也一样
5267,我来！
5268,还镇站之宝，又不是只有B站有
5269,关公这体格，怪不得别人打不过
5270,关二爷你怎么还把自己报矮了
5271,俺也一样
5272,匡扶汉室
5273,把脸憋的通红
5274,俺也一样
5275,无中生友
5276,确实有远见
5277,年少有志向，天天跟公孙瓒声色犬马
5278,俺也一样
5279,1
5280,历史上是皇叔锤的
5281,来了来了
5282,飞飞好可爱鸭
5283,俺也一样
5284,CNN
5285,俺也一样
5286,有文化与没文化的差距
5287,俺也一样
5288,地摊经济牛逼
5289,人中黄
5290,俺也一样
5291,来人，给二爷上香
5292,俺也一样
5293,我要里脊肉
5294,什么拜关公，那时候还没关公，他们三拜的是天地与五谷
5295,虽然是名场面，但这份誓言他们都做到了
5296,舞铲阶级觉悟
5297,真的好感动
5298,二爷你摊子不要了
5299,你刘皇叔，我留黄盘。
5300,眼神暗示
5301,不愧是美髯公啊
5302,拜的是皇天后土
5303,我18
5304,正道的光
5305,孙坚这个时候还是袁术的部下，毕竟朝中有关系打点
5306,来杯现磨豆浆
5307,擦，刚在优酷上看完，b站就有了？
5308,上好的豆粉买些吧
5309,傲娇鼻祖
5310,真是淳朴
5311,这个神级锻造师打造了橙武
5312,无中生友！
5313,没人了？
5314,666
5315,皇叔：让我瞅瞅
5316,那咱们上梁山投靠宋江哥哥吧！
5317,666666
5318,现在也是一样
5319,B站啥事候进的，牛皮
5320,有钱人啊飞哥
5321,关：以为你要钱 我杀心都起了
5322,各位这个寒假过得如何啊
5323,拉手手
5324,这小子怕不是要挨东家打了
5325,好你个汉室宗亲，早就想好了趁乱瓜分天下了
5326,你刘皇叔，我留黄盘
5327,正是在下
5328,俺也一样
5329,俺也一样
5330,这豆保熟嘛？
5331,来了来了
5332,曹老板就比较豪气了
5333,谁还有梦翔？我投了！！！！
5334,乱世当屠户，肯定有家底
5335,✘★
5336,有操作的呀皇叔
5337,★刘备带着老兄弟一路向南杀出一片天★
5338,俺也一样
5339,俺也一样
5340,俺也一样
5341,俺也一样
5342,俺也一样
5343,俺也一样
5344,这投资大赚好伐
5345,来了
5346,这个铁匠也太厉害了吧？三把神兵出世啊！
5347,俺也一样
5348,"马都是专业演员,身价极高,不会受伤,不必心疼"
5349,拜黄天厚土
5350,俺也一样
5351,江东泰戈尔
5352,饥荒必须通过战争来减员
5353,778人正在看可太秀了
5354,你刘皇叔，我留黄盘
5355,想起了永远29的彪哥
5356,真显老啊
5357,柯基你好
5358,生子当如孙仲谋
5359,这是个啥
5360,回来了！
5361,俺也一样
5362,2333你去上单，猥琐一点
5363,这够分？
5364,毛抬厂三结义
5365,人事？
5366,俺也一样啊
5367,这个歌是真的呀越听越有味道
5368,俺也一样
5369,哎
5370,给我也来一块
5371,名场面
5372,窝草，我好激动
5373,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
5374,俺他一样
5375,合影
5376,三英内斗
5377,够直接
5378,张飞的大皮鞋
5379,bilibili看四大名著
5380,看刘备一手擒住一个弟弟，你们都是弟弟！
5381,￥督邮:我不信~
5382,关公是打不过张飞的
5383,你们这群人，人家演的这么好，你们在屏幕前傻乐
5384,刘备：滚，键盘侠
5385,俺也一样
5386,起立！
5387,开大了
5388,泪目
5389,"要十斤精肉,切作臊子,不要见半点肥的在上面"
5390,帽子好绿
5391,张飞：??????????
5392,不愧是财神!
5393,哼哼
5394,这是刘欢大娘唱的吗
5395,莫名泪目
5396,秦武王那个你要笑死我
5397,果然是面如冠玉啊
5398,青回
5399,俺也一样
5400,妖眼睛好大啊
5401,原来不要钱，那我再拿点肉
5402,不如我们一起开公司 我身份入股
5403,哈哈哈
5404,俺也一样
5405,是何职称？
5406,曹老板
5407,俺也一样！
5408,疫情期间不得外出
5409,完了想到四角鸡的关羽就想笑
5410,记得戴上口罩
5411,皆非常人，我一眼就看出你不是人！大威天龙！
5412,我等了四年
5413,暴打一顿哈哈哈
5414,俺也一样
5415,就因为这句誓言，章武元年火烧连营。蜀汉主力重创。
5416,俺也知道
5417,武力97
5418,俺也一样
5419,两年后昭烈帝白帝城托孤，蜀汉半数国土已反叛。
5420,来了
5421,白身为啥你们的兵器那么出众
5422,俺也一样
5423,拜关公结义
5424,奥利干！
5425,讲个剧外小故事：当年拍三国，刘关张的演员去村里偷玉米吃被农户发现了
5426,牛牛牛
5427,财神职介get ，richer
5428,俺也一样
5429,不讲究，结拜居然不拜关公
5430,影帝：我缺银子
5431,梦开始的地方
5432,农户把大哥扣下，二哥三弟一看大哥被抓了转身就跑了
5433,最后是导演王扶林上门赎的人哈哈哈哈哈
5434,确认过眼神~
5435,皇叔唯一的高光时刻了
5436,猪油此行不善
5437,分手大师
5438,前方高能
5439,来了来了！
5440,也不算传销，起码后边变现了啊
5441,经典鸭
5442,感化他/滑稽
5443,????????????????
5444,大场面！
5445,皇叔牛逼
5446,俺也一样
5447,危
5448,俺也一样
5449,原著的前面几句话
5450,渴望知识的眼神
5451,俺也一样
5452,张飞文化水平不低啊
5453,俺也一样
5454,俺也一样
5455,2333
5456,刘欢唱功真的棒
5457,词曲意三绝！！！！！！
5458,四大名著全买了，牛逼啊
5459,刘备:打工是不可能打工的，这辈子都不可能打工
5460,眼前飞扬着一个个
5461,绝不打工刘大耳
