,弹幕内容
2294,俺也一样！
2295,法外狂徒张三23333
2296,俺也一样
2297,废史立牧，可得回合结束
2298,三人陪着唐僧取经的哈哈哈哈哈哈哈哈
2299,老杠精了
2300,大电视上为啥搜不到？
2301,天使投资人 张飞
2302,？
2303,古人结拜三言两语就掏心掏肺 真好
2304,正道的光
2305,无中生友
2306,三人住单间，无厕所
2307,古时候28不年轻了，可能孙子都该有了
2308,合影
2309,三弟抠门
2310,欧尼酱的是魔鬼吗哈哈哈哈
2311,上抱郭嘉，下按徐庶
2312,哈哈哈哈幼稚仔
2313,正是在下2333
2314,就等你这句话呢
2315,俺也一样
2316,这话说的很美国
2317,布甲魔法伤害高，高爆瞬间秒
2318,梦开始的地方
2319,三千岁
2320,青龙斩！
2321,记得带上绳子
2322,没有弹幕？
2323,俺也一样
2324,2D3D
2325,上好的豆粉，买些吧
2326,俺也一样
2327,太秀了
2328,孙坚？？？？我TM
2329,骗了13年才骗到钱
2330,就这
2331,俺也一样
2332,俺也一样
2333,关公在上
2334,刘备行政可以，是治天下的人才，可惜不是打天下的人才。
2335,剑荡八荒
2336,可算有了
2337,俺也一样
2338,俺也一样
2339,张飞赔了猪肉，关羽赔了一把绿豆，刘备。。。只能算没赔钱。。。
2340,刘备：怎么？嘲讽我身高？
2341,二爷更狠
2342,刘备：没抢到肉，还没抢到钱，亏大了（doge）
2343,浑身是铁能打几斤钉子
2344,我曹
2345,注意泪花，贝贝要开大了
2346,我从未见过如此厚颜无耻之人
2347,死亡通告
2348,画质好评
2349,？？？？？
2350,想造反
2351,黄天噎死了
2352,黄天，噎死了
2353,俺也一样
2354,九锡黄龙！！！
2355,48了吧
2356,狮驼岭林黛玉单臂擒吕布
2357,川 剧 变 脸
2358,早说有什么用？直接造反吗
2359,俺也一样
2360,空手套白狼
2361,俺也一样
2362,我从未见过有如此厚颜无耻之人
2363,我不氪金
2364,一看就是老文化人了
2365,留下Jio印
2366,俺也一样
2367,刚磨的豆粉，买些吧
2368,张飞你先秒了三号位反贼
2369,2100年到
2370,我刀爆了
2371,关公似提辖
2372,我有一个朋友
2373,俺也一样
2374,666
2375,弹幕？
2376,来了来了来了来了来了来了来了来了来了
2377,二爷：你瞅啥！
2378,爷的青春
2379,流批
2380,啊啊啊啊啊
2381,我愿称此剧为史上最强！
2382,来来来来
2383,我无懈可击！
2384,雷锋的故事五个亿...
2385,俺也一样
2386,刘备：等等，让我酝酿一下，先哭出来再说
2387,活财神啊
2388,我要吃豆粉
2389,忠义无双关二爷
2390,关羽技术入股
2391,皇叔好生帅气
2392,卧槽，这台词功底，气息好浑厚。真的tql
2393,无路赛 无路赛 无路赛
2394,于谦？
2395,辛苦娘子磨豆腐
2396,说的好
2397,B站牛批
2398,血色残阳
2399,揪他胡子！
2400,张飞破产，全剧终
2401,我在B站看三国演义
2402,用的豆粉洗胡子
2403,全体起立
2404,爷青回 合影
2405,武力146
2406,分久必合合久必分
2407,俺也一样
2408,臂力惊人
2409,以德糊人
2410,俺也一样
2411,我哭了 你呢
2412,财神爷你赢了
2413,豆馅
2414,?
2415,俺也一样
2416,苍天也死了
2417,给曹老板牌面！
2418,二爷为啥戴绿帽
2419,准备哭
2420,大家说，张三犯了什么罪
2421,俺也一样
2422,俺也一样
2423,合影
2424,三爷嫉恶如仇
2425,乌拉
2426,俺也一样
2427,霍 真滴帅
2428,b站牛逼
2429,哈哈哈哈哈哈太忽悠了
2430,川 剧 变 脸
2431,小破站牛逼！！
2432,什么英雄？？？不懂
2433,皇叔肯定读过三国演义
2434,？
2435,屁股还没坐热呢
2436,俺也一样
2437,张三真有钱
2438,二爷没人？
2439,哈哈哈哈哈咋还抄家伙了
2440,那就现在死吧
2441,合影
2442,俺也一样
2443,明 知 故 问
2444,二爷是山西人。山西的少年们你们好啊！
2445,关二爷！
2446,拜~~~~~~~~~~~~~~~~~~~~~~
2447,俺也一样！
2448,这片子是国家拍的，群演都是军人，和现在的垃圾古装片不是一回事
2449,3个大佬 还不赶紧拉拢？？？
2450,woc跟我一起喊bilibili无限矿业公司
2451,谈——中——~
2452,没钱啊
2453,你去对面偷红BUFF
2454,萍水相逢不是出自唐朝滕王阁序么
2455,俺也一样
2456,白嫖高手啊
2457,历史的天空
2458,奥利给
2459,翼德土豪！
2460,以理服人，小北是个讲究人
2461,合影
2462,俺也一样
2463,关张： 你想造反？
2464,危
2465,这句话串戏到水浒了
2466,《格局》
2467,鸡皮疙瘩起
2468,打起来！打起来！
2469,俺也一样
2470,说啥呢？算了，俺也一样吧！
2471,俺也一样
2472,鬻
2473,嗨呀！！
2474,憋死人了！
2475,口罩戴好！
2476,害呀！
2477,大耳朵
2478,感谢 中国人民解放军总参作战部
2479,豆子不要了？
2480,全国18%姓刘的都是汉室宗亲
2481,感谢 北京军区及参拍部队
2482,不求同生，但求同死！
2483,感谢 南京军区及参拍部队
2484,感谢 成都军区及参拍部队
2485,战术喝酒
2486,最早的键盘侠
2487,b站nb
2488,俺也一样
2489,这一拜，生死不改！
2490,上梁山啊
2491,感谢 江苏省镇江市影剧服装工艺厂
2492,芜湖
2493,刘备枭雄也
2494,就说吧，读书有好处，这两位懵逼人士被带入了刘备的节奏之中。
2495,河北蒲元
2496,刘备！还说你不会武功
2497,帽子？古往今来唯一能驾驭这颜色帽子的就只有关老爷了，他戴啥事没有，别人戴，嘿嘿
2498,新三国都是电脑p出来的小兵
2499,俺也一样
2500,刘兄！ 难道关羽张飞才25  26岁吗！！！
2501,古代20多胡子有那么长吗？
2502,刘备有甲了
2503,刘备被逼上梁山，一起抗击朝廷，这就是《水浒传》的来源
2504,你是说曹操砍了这个楼上树就嗝屁了？
2505,大威天龙！
2506,张飞土豪来了
2507,虎狼之词
2508,他们拜的是谁？
2509,saber！
2510,拜得是天地
2511,以后再也看不到骑真马的剧了
2512,俺也一样
2513,这好像傅作义手下的董卓！
2514,牛逼
2515,骑砍走起！！！太热血了！
2516,为什么我会听到哭了
2517,日暮途穷
2518,俺也一样
2519,敢威胁三战神？
2520,你们怎么分的大小
2521,一听到这熟悉的开头音乐，就无数经典跃入脑海
2522,俺也一样
2523,来了来了
2524,古代的7尺，约现在的7寸，是一米六八，在那时已经非常高大了。看体型也能看出来，jji
2525,督邮“咬”他
2526,被你说完了
2527,古代的七尺约现在的七寸，是一米六八，在那时已经非常高大了，体型也可以看出来腿长等。
2528,爷青回
2529,平身
2530,督邮，字马
2531,平身
2532,白马公孙瓒前期混得挺好，对刘备更是没得说
2533,表白亮亮
2534,都邮瞬变脸
2535,丞相！
2536,弓箭手出列，放箭！射死空降兵
2537,欧尼酱
2538,关羽脸红了
2539,四弟在哪里呀，四弟在哪里
2540,突然想看封神演义了，希望b站安排一下
2541,哭辽！
2542,哈哈哈
2543,欲加之罪
2544,合影
2545,哈哈哈
2546,渔翁得利
2547,起源于上古时期的多人景物艺术大演压
2548,赐予我力量吧，我是....张角
2549,落日照大旗，马鸣风萧萧
2550,浸猪笼
2551,镇守各方的诸侯多人运动大气压
2552,俺也一样
2553,三爷的小鞭鞭已经饥渴难耐了
2554,俺也一样！
2555,淦
2556,我nm，
2557,开始了开始了
2558,在下流背
2559,欧~尼酱！
2560,？？？？？又买回来了？？？
2561,不卑不亢的昭烈
2562,拜的皇天后土
2563,好听！！！！！
2564,张员外来了，哪像新三那个张不知道啥玩意
2565,俗话又说:狗咬狗，一嘴毛
2566,雪夜上梁山
2567,建议做桌面壁纸！！！！
2568,哎   哎  哎
2569,不给钱谁干啊？
2570,我老家就有一个小时候我想去罗凯结果差点没把我累死一点痕迹都没挪开
2571,啊这..
2572,顺便鞭鞭都邮
2573,占领道德制高点
2574,开始炫耀祖上
2575,甚至举了起来
2576,这落地看着真的很有分量
2577,新版很垃圾的
2578,我的青春回来啦
2579,小飞飞
2580,概括：老子很nb！（doge）
2581,俺也一样
2582,流背戏来了
2583,三兄弟在一条街卖
2584,鞭子:终于过瘾了
2585,名场面
2586,开始你的表演
2587,发动财神技能...难怪都拜关公为财神
2588,传销师祖在此   尔等还不速速退下
2589,b站nb！
2590,二爷想杀，更猛
2591,俺也一样
2592,人体磨豆机来了
2593,白嫖
2594,开始了开始了
2595,合影
2596,俺也一样
2597,好演技
2598,为什么他们再哭我在笑
2599,这不就是传销吗。。草
2600,牵手成功
2601,傻猪汉
2602,泪目
2603,名场面
2604,梅 花 三 弄
2605,爷青回
2606,俺也一样
2607,刘欢嘛
2608,阉人张飞（我要s了）
2609,来了来了
2610,人妻曹
2611,又是一个名场面
2612,俺也一样
2613,真的是桃园
2614,哈哈
2615,牛逼啊。
2616,比现在电视剧都用假的桃花
2617,一串串熟悉的姓名
2618,俺也一样
2619,真财神
2620,致敬每一个演职人员
2621,这已经是明示了
2622,俺也一样
2623,感谢王建女士作词
2624,地摊经济
2625,哼
2626,川  普  行  为
2627,我想自己当头...
2628,这咋就忽悠过来了
2629,俺也一样
2630,爱了爱了
2631,谦虚的备备
2632,俺也一样
2633,官场文化来了   哈哈
2634,不愧是黑社会祖宗
2635,集资现场...
2636,厂   毛     抬
2637,这个歌真的牛逼
2638,豪气干云
2639,81年爷青回
2640,俺也一样
2641,经典曲目要来了
2642,b站牛逼！
2643,这画质
2644,来了来了来了，感动中....
2645,太棒了
2646,泪目
2647,爱了爱了
2648,来十斤寸金软骨，全部切成臊子
2649,啊～
2650,老版拍摄真的把细节研究的好透彻，不想某新三自以为是的乱搞
2651,我有闪
2652,俺也一样
2653,三神器即将出炉
2654,桃园三结义
2655,开始忽悠
2656,俺也一样
2657,俺也一样
2658,天地
2659,好看
2660,卧槽，b站还能看这个
2661,有一人，汉室宗亲，景帝玄孙，刘备刘玄德，可为英雄?
2662,治国之豪杰，乱世之袅雄
2663,不买别摸
2664,年方二八
2665,没有家伙，打起来不过瘾
2666,乱天下者，何进也
2667,督邮等着挨揍
2668,B站向央视拿的都是720p？西游记更惨，像480p的
2669,我沸腾了！
2670,我是来看弹幕的
2671,谁说传武不行
2672,合影
2673,Total War：Three kingdoms
2674,滑轮不用用手搬
2675,杀我
2676,B站牛批！
2677,你不也是恶人
2678,b站nb！！！！！！！！！
2679,俺也一样
2680,雷公助我
2681,神曲
2682,黄天，噎死了
2683,卧槽
2684,俺也一样
2685,鬱
2686,匡扶汉室
2687,还有恶猪
2688,正是在下
2689,俺也一样
2690,俺也一样
2691,我在优酷都不知道几刷了
2692,俺也一样
2693,俺也一样
2694,俺也一样
2695,俺也一样
2696,太激昂了
2697,……
2698,老版张飞随时都冒着可爱气
2699,饿死而不食狗肉？
2700,张飞：其实我没听懂。但俺也一样
2701,汉朝兵不少了
2702,桃源结义羁绊即将出发
2703,？？？？？？？？？
2704,神TM林黛玉单臂擒方腊，方腊:我不要面子的啊？
2705,鸡皮疙瘩！
2706,字幕进场都变了
2707,全体起立
2708,只是在人群中多看了你一眼
2709,俺也一样
2710,合影留念
2711,俺也一样
2712,燕然勒石啊
2713,九阳豆浆机代言人
2714,来了来了
2715,爷青回
2716,合影留念
2717,备备 备备 备备哦
2718,B站NB
2719,恭喜你发现真*宝藏
2720,有排面的小破站
2721,笑死了
2722,出道即巅峰
2723,临兵斗者皆阵列前行！！！
2724,英特纳雄耐尔那个你够了
2725,麻了
2726,金典
2727,白马？哼，定叫他有来无回！（这里是有多少sgs玩家啊）
2728,雷公助我
2729,绿豆不要了吗？
2730,丞相
2731,爷的青春回来了
2732,恭喜解锁[何进]
2733,开局两张卡，装备全靠打
2734,挺有正义的感觉的
2735,碧眼小儿，死柯基
2736,最爱毛阿敏的演唱
2737,非英杰不图？吾既谋之且射毕！
2738,豹纹控
2739,打了都邮不跑就是个死啊
2740,废史立牧，可得回合结束
2741,俺也一样！
2742,关爷你的摊位不管啦
2743,恭喜解锁成就[桃园三结义]
2744,↑黄字绝了
2745,馒头馅
2746,自动变色
2747,刘备不来吗
2748,绿豆泻火给我来10斤
2749,俺也一样
2750,终于有人接话了
2751,关羽身高约207cm
2752,战歌起
2753,当年拍三国是动用了 军队的 
2754,泪目
2755,南蛮入侵铁索连环决斗和这熊熊烈火
2756,绝膑而亡的不是秦武王吗，怎么还扯上牛魔王了
2757,还没说年龄呢
2758,这时二爷的武力还没达到巅峰，三爷倒是差不多了
2759,绿豆不要啦
2760,前面赵四的xswl
2761,孟德公
2762,刘备看傻了
2763,爱了爱了
2764,鲍国安老是为了演曹操还写了论文
2765,美国也快了
2766,不拜关二爷？你结拜个什么呢
2767,过河拆桥顺手牵羊南蛮入侵决斗
2768,致命嘲讽
2769,俺也一样
2770,孙坚是真英雄，演义里太黑他了
2771,三  国  演  义
2772,这种扇子交“便面”
2773,卧槽，牛逼啊，哔哩哔哩，四大名著全部搞到手了。[强]
2774,俺也一样
2775,俺也一样
2776,最强番目
2777,俺也一样
2778,嫉恶如仇我喜欢
2779,忽悠
2780,俺也一样
2781,飞飞老后浪了
2782,俺也一样
2783,俺也一样
2784,质帝柔软
2785,五百年必有王者兴，其间必有名世者
2786,颇知？你就是忠义的化身啊
2787,开始装逼
2788,俺也一样
2789,吹吹吹
2790,南蛮入侵
2791,开始咏唱
2792,俺也一样
2793,第十八代笑死我了
2794,能在三国这种乱世不辜负兄弟情，太难得了
2795,战术流泪
2796,只是因为在人群中多看了你一眼～
2797,无因管理
2798,曹老板第一份工作也是县尉，上来就杀了一个犯法的宦官权贵的亲戚
2799,ko no 刘备 da
2800,哈哈哈哈
2801,俺也一样
2802,纪委快来查都邮
2803,张飞人傻肉肥
2804,三星刘虞
2805,俺也一样
2806,身高压制啊身高压制
2807,这细节太多了吧 骆驼……丝绸之路都体现出来了？
2808,俺也一样
2809,？
2810,中央巡视组速来
2811,大忽悠，刘备
2812,俺也一样
2813,开局两张SSR卡
2814,诶呀哈哈哈
2815,俺也一样
2816,哲学现场
2817,井里冷藏
2818,天下英雄谁敌手?曹刘，生子当如孙仲谋
2819,主公联结
2820,上级称呼下级 长辈称呼晚辈也可以直呼其名 平级直呼就是骂人↑
2821,不管怎么阴谋论，这三人的感情确实值得传唱
2822,是心动啊
2823,现在不杀后患无穷
2824,俺也一样
2825,绿豆不要啦
2826,来看看我的弹幕还在不在
2827,合影
2828,正片开始
2829,一眼胜千言
2830,肯定不是来讨钱的，一开始看到关羽在那里的时候那个高兴劲
2831,梦开始的地方
2832,俺吔一样!
2833,路人：我们还想看打架啊
2834,合影，5元/次
2835,俺也一样
2836,牛逼！
2837,暴打一顿
2838,哈哈哈哈哈哈
2839,汉灵帝时期倒是卖官鬻爵成风
2840,俺也一样
2841,98亿还没花完呢
2842,俺也一样
2843,xswl
2844,哈哈哈哈哈
2845,泪目
2846,历史上的张飞书画很厉害的
2847,无中生友系列创始人
2848,哈哈哈哈哈
2849,豪气！！！
2850,哈哈哈哈哈哈哈
2851,征召三河骑士
2852,梦开始的地方
2853,刘备：我就会这一下
2854,牛逼
2855,俺也一样
2856,好起来了
2857,张飞变白了？
2858,刘备开始卖惨
2859,刘备少年时，望见那棵树，说了一句“大丈夫当乘此车盖”（好像是这个意思，具体记不清了）
2860,卧槽卧槽卧槽卧槽
2861,秦武王给你点赞
2862,高潮
2863,俺也一样
2864,夜深忽梦少年事，梦啼妆泪红阑干
2865,完了，老张太好骗了
2866,前方名场面
2867,刘焉：我怎么会有图谋不轨之心
2868,十八路诸侯
2869,来了来了
2870,名场面
2871,俺也一样
2872,虎牢关三英战吕布
2873,哈哈哈哈哈
2874,官渡之战
2875,没有水军，自己上
2876,摊牌了
2877,桃园一拜，恩义常在！桃园一拜，此生无憾！
2878,小破绽真是个好东西
2879,魏武帝
2880,哈哈哈
2881,刘备、关二哥
2882,梁山好啊，替天行道
2883,三爷
2884,阿瞒，你来辣
2885,基本算是兑现了，相差不过三年
2886,俺也一样
2887,你想被张屠户打死？
2888,隔壁梁山欢迎您
2889,看这个桃花，感觉下一秒林妹妹就出来葬花了
2890,关张也不傻，刘备毕竟皇室光环
2891,合影
2892,拜的是后土？
2893,合影
2894,桃园一拜，恩义常在！桃园一拜，此生无憾！
2895,一个武力103的，碰上另一个武力103的
2896,"Me, too"
2897,牛逼就完事了                   老牛逼玩家了
2898,丞相！！
2899,危 都邮 危
2900,杀我 我有闪
2901,俺也一样
2902,他们也的确遵守了诺言
2903,拉天使投资
2904,俺也一样
2905,俺也一样
2906,联合创始人
2907,这么大块儿？
2908,俺也一样
2909,至少相互有个依靠
2910,没让你举起来啊
2911,黄巾军好惨
2912,关二爷在上
2913,关二爷在上
2914,你愁啥？瞅你咋的？
2915,神器锻造，要先开模
2916,刷拜二爷的有病了啊
2917,名场面
2918,╯^╰哼
2919,督邮逐渐美国化
2920,提公孙瓒也是大树 白马将军当时是正儿八经的封疆大将
2921,这时候刘备已经看出了未来的趋势
2922,九阳豆浆机上线
2923,保护了董卓
2924,制造三神器
2925,俺也一样
2926,刘备仁德之君，可是仁德成不了大事
2927,卧槽
2928,这铁匠也是强大啊
2929,穿绸裹缎张三爷
2930,新手村出神装了
2931,黑脸紫了红脸更红了
2932,外戚乱政贯穿整个汉朝
2933,别骂董卓了。如果没有这样一个人物出现，天下大势怎么发展？即使没有董卓，也会有李卓王卓张卓
2934,雷公助我雷公助我
2935,好听！
2936,MM
2937,三大集团唯一一次合作——打农民斗地主
2938,当年掀起来一股拜把子的热潮
2939,俺也一样
2940,开始了，又在无中生有
2941,啪，你没了
2942,刘备不在18路诸侯之中
2943,密密麻麻
2944,来十斤精肉 切成臊子
2945,nb
2946,武圣关羽！
2947,武安国、裴元绍、邢道荣不服
2948,俺也一样
2949,然后就成财神爷了
2950,嗯格局
2951,俺也来了
2952,哥们，你九尺好么
2953,这里关羽悄悄回头把都邮杀了，以绝后患
2954,高祖血脉
2955,俺也一样
2956,上好的豆粉 买些吧
2957,就差一份PPT了
2958,電破蒼穹！雷震九州！
2959,哭哭哭哭
2960,.
2961,俺也一样
2962,张飞明显打不过关羽
2963,刘备急了
2964,备：心生一计
2965,俺也一样
2966,开始你的表演
2967,以德服人
2968,眼泪说来就来
2969,看完《桃园三结义》接着跳去看三人阴阳两隔，泪目
2970,欲擒故纵
2971,丞相！！！！
2972,床上3叠被子
2973,开大招了
2974,俺也一样
2975,想起了报告老板的片段了
2976,三体人必看
2977,三体人必看
2978,俺也一样
2979,俺也一样
2980,俺也一样
2981,马革裹尸警告
2982,俺也一样
2983,忠诚度100，亲密度100，结拜吧
2984,字黄书
2985,我清我自己系列
2986,正道的光，照在了大地上
2987,俺也一样
2988,汉朝官印就是小印，吵着要大印的就是清宫廷剧看多了
2989,三国第一名将
2990,俺也一样
2991,刘备一个卖草鞋的开局就看得这么透彻…… 直指诸葛亮啊
2992,服化道
2993,俺也一样
2994,先帝创业未半………
2995,左边的是许攸的演员？
2996,6血神将
2997,这是代替狼用的狗，别问为啥不吃了
2998,BGM起
2999,俺也一样
3000,导演很多
3001,俺也一样
3002,刘备：危
3003,三国第一剧本第一事件，《桃园三结义》
3004,工具人
3005,着算不算阴阳人啊？
3006,啊这
3007,？？？
3008,牛逼牛逼
3009,桃园以前结拜是乌牛白马拜天地，桃园以后结拜全拜三义码
3010,天天一起摆摊，笑死我了
3011,黄巾军
3012,哼~
3013,哈哈哈哈哈哈哈哈
3014,长矛在手，武力+5
3015,提前，俺也一样
3016,俺也一样
3017,美国现状
3018,来了来了
3019,刘备武力+3，关羽武力+5，张飞武力+5
3020,孙十万
3021,俺也一样！！！
3022,爱国者
3023,现在不应该是字长生嘛
3024,俺也一样
3025,张飞武力103去征兵，关公统帅96去练兵……
3026,张飞有钱
3027,长沙太守孙坚，典军校尉曹操
3028,刘备力气大
3029,原著里三个兵器都是“良匠”用镔铁打的，也是好兵器
3030,唉
3031,滚滚长江都是水
3032,张角张宝张梁连协战法威力很强的……
3033,皇叔也出来摆地摊啦
3034,声望+1000
3035,去吧，拿把结实一点的鞭子
3036,分肉一百两手工费
3037,地摊经济
3038,合影
3039,少聚集，戴口罩
3040,俺也一样
3041,没名没姓，官称就是督邮
3042,经典
3043,这怎么分的二弟，三弟
3044,空手套白狼
3045,合影
3046,WA~~~金色传说
3047,刘备有内力
3048,劉順備，關順羽，張順飛
3049,俺也一样
3050,来了来了
3051,俺也一样
3052,皇叔全剧武力巅峰
3053,这仨人静心想跑，曹操都抓他们不着……
3054,俺也一样
3055,十斤，高高哒
3056,俺也一样
3057,大场面
3058,真是有钱  还有山庄呢
3059,你个穷比
3060,CCTV8
3061,逐渐变了颜色，因为我带了有色眼镜
3062,带感了
3063,忽悠成功
3064,三国也看颜值
3065,来了！来了！
3066,我，刘备，打钱，要人
3067,風雷如意令！法咒顯聖靈！
3068,桃园一拜，此生无憾
3069,俺也一样
3070,俺也一样
3071,小商贩三结义
3072,哈哈
3073,俺也一样
3074,俺也一样
3075,刘老板开始忽悠了
3076,66666
3077,来了
3078,俺也一样
3079,俺也一样！
3080,李逵VS关羽
3081,拼简历，我要做你们大哥
3082,我是你哥哥
3083,大耳朵图图，不对，刘备
3084,毛台厂
3085,21:02
3086,自己给自己下台阶
3087,哎，忽悠成功了
3088,23333
3089,太牛逼了吧
3090,你哪里是颇知，二爷你直接重新定义了忠义啊
3091,出钱的、出力的都有啦，哈哈哈哈
3092,俺也一样俺也一样俺也一样俺也一样
3093,6666
3094,袁绍还年轻
3095,俺也一样
3096,俺也一样！
3097,关羽别闹
3098,桃园盾组起
3099,俺也一样
3100,刘备天生技能：嘴遁
3101,好家伙，空手套白狼
3102,白帝城里昭烈皇帝眼前走完的最后一幕
3103,骑马与砍杀
3104,二倍速打开新世界大门
3105,装13啦~
3106,劉大人，你走了我們可得給你背鍋了
3107,俺也来了
3108,我没钱 我没人
3109,毛米兰
3110,你这就过分啦
3111,张飞肯定有钱卖肉还有好多亩桃林
3112,俺也一样
3113,皇叔武力巅峰时刻
3114,有字幕好评
3115,刘备第二个技能：嘤嘤嘤
3116,亮亮！
3117,别拦着我，我要投曹操
3118,俺也一样
3119,张飞韭菜
3120,这一拜.......
3121,东汉末年全国人口6千万，等到了晋，就只剩下800万人了，所以说想穿越的，还是别穿三国了
3122,拜的是皇天后土  五谷
3123,刘备：我还真就缺钱
3124,曹老板你好
3125,牛逼
3126,孙十万
3127,合影留念
3128,二爷！！！！！
3129,俺也一样
3130,hhhhhh
3131,说相声
3132,B站牛逼
3133,老张还有佣人？？？
3134,俺也一样
3135,现在也是，就是做的更隐秘了
3136,从现在开始我特么不出去了
3137,上好的豆粉，买些吧
3138,刘备这么厉害？导演你别骗我呀
3139,民风淳朴
3140,创业资金gey
3141,塌上吟
3142,米兰曼联阿森纳
3143,公 主 连 结
3144,到我庄上再打三百回合！！！
3145,刘备开始了，哭起来
3146,俺也一样
3147,[ ＝－ －，了、9、9同，、
3148,俺也一样
3149,不暴躁的人心里更狠啊
3150,爷青回
3151,雷公助我
3152,哭
3153,这是喝嗨了
3154,俺也一样
3155,俺也一样
3156,俺也一样
3157,大衣哥成名曲
3158,俺也一样
3159,多谢科普
3160,刘备：张飞给我启动资金，卖了你的摊子和田地！
3161,俺也一样
3162,俺也一样
3163,张飞家卖猪肉的有钱
3164,要背的，穿越之后要用
3165,他们那么煽情怎么我那么开心
3166,俺也一样
3167,这一拜
3168,都邮不死这帮老百姓要遭殃了
3169,传世经典
3170,山东搞合村并居 土地兼并
3171,下次一定
3172,合影一下
3173,新手村装备get√
3174,曹老板！！！！！
3175,666
3176,他们是顾佣兵吗
3177,百姓：拱火.gif~
3178,三神器
3179,川神？
3180,江东初代目
3181,王刚
3182,犟嘴是吧
3183,嘴硬的川神牛逼
3184,俺也一样
3185,刘备：你们不要再打了啦
3186,全体起立
3187,骂
3188,飞飞是来钓鱼的
3189,这么高清
3190,唯一的劣迹就是喜欢哭
3191,憋急眼的小飞飞
3192,俺也一样
3193,永远无法超越的唐版诸葛亮，永远的老三国
3194,马:？？？别搞我啊
3195,林北佩服
3196,俺也一样
3197,牛掰
3198,不是督邮这个演员找得也太好了吧？？
3199,二爷回来就该卖绿豆芽了
3200,二爷更狠一点啊
3201,这才是三国最强战神
3202,俺也一样
3203,俺也一样
3204,俺也一样
3205,时隔三年啊，又有三国了
3206,俺也一样
3207,三爷有钱
3208,官印一般都不大的，你们以为人均传国玉玺？
3209,俺也一样
3210,张飞笑死我了跑起来超级可爱了
3211,真是张三
3212,我想起了那天夕阳下的奔跑，那是我逝去的青春
3213,合影
3214,口头哇路！
3215,俺也一样
3216,壮观啊
3217,不是很新鲜啊这肉
3218,俺也一样
3219,传销头子
3220,俺也一样
3221,哈哈哈
3222,俺也一样
3223,鲁豫：我不信
3224,三爷聪明着呢
3225,地摊经济
3226,打工思维。
3227,我要当老板。
3228,小破站牛逼
3229,俺也一样
3230,俺也一样
3231,皇叔！
3232,俺也一样
3233,找李冲
3234,桃园呢？
3235,雌雄双股剑
3236,建筑形制确实不对。时代局限
3237,民风淳朴
3238,李逵？
3239,青龙偃月刀
3240,10个泪目9个笑，还有一个在狂笑
3241,niubility
3242,哈哈哈哈这就开始了，创业演说
3243,丈八蛇矛
3244,大贤良师
3245,正道的光
3246,洗脑成功
3247,不是小作坊造神器，是什么人用了，才成为了神器
3248,注意这个技能，冷却到死都没冷却完！
3249,取而代之
3250,侠客行
3251,张飞也想造反的，他也在找伴儿
3252,熬夜一样
3253,有没有后台啊
3254,刘备喇叭裤
3255,要自己单干
3256,神预言
3257,真好听
3258,为什么结拜，不拜关二爷
3259,战士加辅助家打野，黄金组合
3260,孙仲谋！合肥为何送人头？
3261,CEO必备技能
3262,画面感太强这歌
3263,曹老板
3264,全国之力拍摄
3265,和公孙瓒是同学
3266,开罗会议
3267,我摊牌了
3268,俺也一样
3269,这字幕的质量爱了
3270,打野
3271,俺也一样
3272,这张飞怎么赚的钱
3273,第十八代！！！你这刘姓的，找个搞事的借口啊
3274,传销演讲稿
3275,666
3276,中国合伙人
3277,俺也一样
3278,IPO
3279,呀呀呀，老套路了
3280,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈你说的到底是不是你自己！！！
3281,俺也一样
3282,太容易被忽悠了吧张关
3283,二爷身高得一米九以上吧
3284,军体拳
3285,女性可能理解不了这种男人之间的感情
3286,历史上是刘备易怒 曹操易哭
3287,毕竟刘备谥号是汉昭烈帝
3288,你个大骗子！！
3289,俺也一样
3290,我开始笑了
3291,惟贤惟德 以德服人
3292,俺也一样
3293,上报国家 下安黎庶
3294,笑死我了
3295,上钩了
3296,他在狂笑
3297,吃瓜群众永远不会缺席
3298,爷青回
3299,帅
3300,不打不相识
3301,百姓：好不容易来个正常的官可别又换回去了
3302,IPOA
3303,俺也一样
3304,黄巾军
3305,俺也一样
3306,音乐不错
3307,张飞，
3308,像极了我
3309,俺也一样
3310,三爷太可爱了
3311,俺也一样
3312,驴叫唤
3313,关大哥，您恐怕不止九尺
3314,泰戈尔of姜东
3315,瞧不起人
3316,怎么和KTV一样
3317,俺也一样
3318,牛逼！！！！！
3319,经典 啊
3320,线下猎头
3321,刘备最多sr
3322,上好的豆粉，买些吧
3323,前面那个说偷玉米的要把我笑死 我一查还真有这事！！！
3324,该造反
3325,说关羽脸红的笑死了
3326,这不是奥特曼的旁白吗哈哈哈
3327,刘备还对朝廷抱有幻想
3328,你还卖萌，“督邮不敢了”
3329,刘备开始演戏了
3330,中山靖王大概有三十万像刘备这样的后代
3331,俺也一样
3332,汉室现在就是个吉祥物
3333,黄天山
3334,木有木有
3335,刘备还是有大志的
3336,冲一下吧啦啦啦啦
3337,俺也一样
3338,曼延，病毒吧
3339,哈哈哈哈哈
3340,驾照
3341,哎
3342,虽然听不懂，但你说得对
3343,榻榻米
3344,张飞关斗牛
3345,张大富翁
3346,让我们来大胆假设一下，假如你就是这个朋友
3347,合影！！！俺也一样！！
3348,俺也一样
3349,结义当然是拜关公啦
3350,神力
3351,牛逼
